full_id,supervised assignments
2014_SKT_7066,MIG
2014_SKT_7067,MIG
2014_SKT_7068,MIG
2014_SKT_7069,MIG
2014_SKT_7070,MIG
2014_SKT_7071,MIG
2014_SKT_7072,MIG
2014_SKT_7073,MIG
2014_SKT_7074,MIG
2014_SKT_7075,MIG
2014_SKT_7076,MIG
2014_SKT_7077,MIG
2014_SKT_7078,MIG
2014_SKT_7079,FWR
2014_SKT_7080,MIG
2014_SKT_7081,MIG
2014_SKT_7082,FWR
2014_SKT_7083,FWR
2014_SKT_7084,FWR
2014_SKT_7085,MIG
2014_SKT_7086,MIG
2014_SKT_7087,MIG
2015_SKT_7088,MIG
2015_SKT_7089,MIG
2015_SKT_7090,MIG
2015_SKT_7091,MIG
2015_SKT_7092,MIG
2015_SKT_7093,MIG
2015_SKT_7094,MIG
2015_SKT_7095,FWR
2015_SKT_7096,FWR
2015_SKT_7097,MIG
2015_SKT_7099,MIG
2015_SKT_7100,BWR
2015_SKT_7101,MIG
2015_SKT_7102,MIG
2015_SKT_7103,MIG
2015_SKT_7105,MIG
2015_SKT_7106,MIG
2015_SKT_7107,MIG
2015_SKT_7109,MIG
2015_SKT_7110,MIG
2015_SKT_7111,MIG
2015_SKT_7112,MIG
2015_SKT_7113,MIG
2015_SKT_7114,MIG
2015_SKT_7115,MIG
2015_SKT_7116,MIG
2015_SKT_7117,MIG
2015_SKT_7118,MIG
2015_SKT_7119,MIG
2015_SKT_7120,MIG
2015_SKT_7121,MIG
2015_SKT_7122,FWR
2015_SKT_7123,MIG
2015_SKT_7124,MIG
2015_SKT_7125,MIG
2015_SKT_7126,MIG
2015_SKT_7127,MIG
2015_SKT_7128,MIG
2015_SKT_7129,MIG
2015_SKT_7130,MIG
2015_SKT_7133,FWR
2015_SKT_7134,MIG
2015_SKT_7135,FWR
2015_SKT_7136,MIG
2015_SKT_7137,MIG
2015_SKT_7138,MIG
2015_SKT_7140,MIG
2015_SKT_7141,MIG
2015_SKT_7142,MIG
2015_SKT_7143,BWR
2015_SKT_7144,MIG
2015_SKT_7145,FWR
2015_SKT_7146,MIG
2015_SKT_7147,MIG
2015_SKT_7148,MIG
2015_SKT_7149,MIG
2015_SKT_7150,BWR
2015_SKT_7151,MIG
2015_SKT_7152,MIG
2015_SKT_7153,MIG
2015_SKT_7154,MIG
2015_SKT_7155,MIG
2015_SKT_7156,MIG
2015_SKT_7157,MIG
2015_SKT_7158,MIG
2015_SKT_7159,MIG
2015_SKT_7160,MIG
2015_SKT_7161,MIG
2015_SKT_7162,MIG
2015_SKT_7163,MIG
2015_SKT_7164,MIG
2015_SKT_7165,MIG
2015_SKT_7166,MIG
2015_SKT_7167,BWR
2015_SKT_7168,MIG
2015_SKT_7169,FWR
2015_SKT_7264,MIG
2016_SKT_7268,MIG
2016_SKT_7272,MIG
2016_SKT_7276,MIG
2016_SKT_7280,FWR
2016_SKT_7284,MIG
2015_SKT_7265,MIG
2016_SKT_7269,MIG
2016_SKT_7273,MIG
2016_SKT_7277,MIG
2016_SKT_7281,MIG
2016_SKT_7285,MIG
2016_SKT_7266,MIG
2016_SKT_7270,MIG
2016_SKT_7274,MIG
2016_SKT_7278,MIG
2016_SKT_7282,FWR
2016_SKT_7286,MIG
2016_SKT_7267,MIG
2016_SKT_7271,MIG
2016_SKT_7275,MIG
2016_SKT_7279,FWR
2016_SKT_7283,FWR
2016_SKT_7287,FWR
2016_SKT_7288,FWR
2016_SKT_7292,MIG
2016_SKT_7296,FWR
2016_SKT_7289,FWR
2016_SKT_7293,MIG
2016_SKT_7297,MIG
2016_SKT_7290,FWR
2016_SKT_7294,MIG
2016_SKT_7316,MIG
2016_SKT_7291,MIG
2016_SKT_7295,MIG
2017_SKT_0001,MIG
2017_SKT_0005,FWR
2017_SKT_0009,MIG
2017_SKT_0013,MIG
2017_SKT_0022,MIG
2017_SKT_0002,FWR
2017_SKT_0006,MIG
2017_SKT_0010,MIG
2017_SKT_0014,MIG
2017_SKT_0023,MIG
2017_SKT_0003,MIG
2017_SKT_0007,MIG
2017_SKT_0011,MIG
2017_SKT_0015,MIG
2017_SKT_0024,MIG
2017_SKT_0004,MIG
2017_SKT_0008,MIG
2017_SKT_0012,MIG
2017_SKT_0021,MIG
2017_SKT_0025,MIG
2017_SKT_0026,MIG
2017_SKT_0030,MIG
2017_SKT_0034,MIG
2017_SKT_0038,MIG
2017_SKT_0027,MIG
2017_SKT_0031,MIG
2017_SKT_0035,MIG
2017_SKT_0039,MIG
2017_SKT_0028,FWR
2017_SKT_0032,MIG
2017_SKT_0036,MIG
2017_SKT_0029,MIG
2017_SKT_0033,FWR
2017_SKT_0037,FWR
2017_SKT_0A40,MIG
2018_SKT_0043,MIG
2018_SKT_0047,MIG
2018_SKT_0051,MIG
2018_SKT_0056,BWR
2017_SKT_0044,MIG
2017_SKT_0B40,MIG
2018_SKT_0044,MIG
2018_SKT_0048,MIG
2018_SKT_0053,BWR
2018_SKT_0057,MIG
2017_SKT_0041,MIG
2018_SKT_0045,MIG
2018_SKT_0049,MIG
2018_SKT_0054,MIG
2017_SKT_0042,MIG
2018_SKT_0046,MIG
2018_SKT_0050,MIG
2018_SKT_0055,MIG
2017_SKT_0043,BWR
2018_SKT_0058,MIG
2018_SKT_0059,MIG
2018_SKT_0060,MIG
2018_SKT_0061,MIG
2018_SKT_0062,MIG
2019_SKT_0215,MIG
2019_SKT_0216,MIG
